""	"r"	"width"	"shift"
"YOR315W"	0.71	194	50
"YOR316C"	0.78	308	20
"YOR317W"	0.64	435	-30
"YOR319W"	0.84	369	-21
"YOR320C"	0.77	308	8
"YOR321W"	0.81	263	36
"YOR322C"	0.89	284	47
"YOR323C"	0.91	270	41
"YOR324C"	0.71	429	-34
"YOR326W"	0.72	431	-30
"YOR327C"	0.69	435	-21
"YOR328W"	0.87	250	47
"YOR329C"	0.77	264	32
"YOR330C"	0.88	310	23
"YOR332W"	0.87	309	20
"YOR334W"	0.83	244	46
"YOR335C"	0.93	370	-10
"YOR336W"	0.82	1	-50
"YOR337W"	0.83	281	32
"YOR339C"	0.6	1	-20
"YOR340C"	0.76	279	36
"YOR341W"	0.81	283	50
"YOR344C"	0.5	264	50
"YOR346W"	0.9	288	24
"YOR347C"	0.9	276	7
"YOR349W"	0.77	418	-27
"YOR350C"	0.91	274	37
"YOR351C"	0.88	279	48
"YOR353C"	0.9	304	4
"YOR354C"	0.86	297	13
"YOR355W"	0.65	244	42
"YOR356W"	0.85	320	-24
"YOR357C"	0.87	246	50
"YOR358W"	0.73	217	50
"YOR359W"	0.93	306	23
"YOR360C"	0.93	358	-10
"YOR361C"	0.86	292	29
"YOR362C"	0.83	286	32
"YOR363C"	0.88	234	50
"YOR367W"	0.84	249	43
"YOR368W"	0.77	196	45
"YOR369C"	0.94	470	0
"YOR370C"	0.88	320	20
"YOR371C"	0.93	275	48
"YOR372C"	0.87	326	17
"YOR373W"	0.87	327	17
"YOR374W"	0.9	348	-26
"YOR375C"	0.68	421	-17
"YOR377W"	0.81	278	37
"YOR380W"	0.9	266	49
"YOR381W"	0.82	197	40
"YOR382W"	0.92	307	12
"YOR383C"	0.7	219	43
"YOR384W"	0.79	214	35
"YOR386W"	0.84	249	50
"YOR388C"	0.81	278	49
"YPL274W"	0.85	379	0
"YPL273W"	0.93	369	10
"YPL271W"	0.87	306	16
"YPL270W"	0.79	244	50
"YPL269W"	0.87	267	24
"YPL268W"	0.89	283	33
"YPL267W"	0.88	257	47
"YPL266W"	0.88	286	40
"YPL265W"	0.48	469	-40
"YPL263C"	0.83	298	23
"YPL262W"	0.8	226	50
"YPL259C"	0.92	335	17
"YPL258C"	0.67	214	48
"YPL256C"	0.61	438	-9
"YPL255W"	0.66	463	-35
"YPL254W"	0.9	284	44
"YPL253C"	0.9	287	41
"YPL252C"	0.87	332	19
"YPL250C"	0.58	393	-50
"YPL249C-A"	0.83	421	-16
"YPL249C"	0.94	265	19
"YPL248C"	0.91	273	39
"YPL246C"	0.88	285	32
"YPL244C"	0.74	1	-29
"YPL243W"	0.88	249	31
"YPL242C"	0.91	344	-4
"YPL241C"	0.89	279	35
"YPL240C"	0.74	259	50
"YPL239W"	0.85	308	16
"YPL237W"	0.88	326	-1
"YPL235W"	0.86	263	40
"YPL234C"	0.84	311	17
"YPL233W"	0.83	261	41
"YPL232W"	0.66	455	-33
"YPL231W"	0.93	449	0
"YPL230W"	0.52	231	50
"YPL228W"	0.83	293	30
"YPL227C"	0.79	238	50
"YPL226W"	0.9	276	36
"YPL225W"	0.87	271	20
"YPL224C"	0.65	185	50
"YPL221W"	0.89	356	8
"YPL220W"	0.91	334	3
"YPL219W"	0.87	263	33
"YPL218W"	0.9	290	30
"YPL217C"	0.85	260	34
"YPL215W"	0.93	293	25
"YPL214C"	0.91	396	-9
"YPL213W"	0.91	394	-14
"YPL212C"	0.93	368	-4
"YPL211W"	0.93	367	5
"YPL210C"	0.85	299	31
"YPL209C"	0.67	259	50
"YPL208W"	0.9	258	39
"YPL207W"	0.9	322	7
"YPL206C"	0.83	246	49
"YPL204W"	0.88	283	31
"YPL203W"	0.89	298	36
"YPL202C"	0.86	364	11
"YPL201C"	0.5	462	-3
"YPL200W"	0.82	215	32
"YPL198W"	0.82	418	-16
"YPL196W"	0.82	239	50
"YPL195W"	0.81	235	41
"YPL194W"	0.89	251	32
"YPL193W"	0.86	279	32
"YPL192C"	0.85	284	43
"YPL190C"	0.9	321	3
"YPL189C-A"	0.71	432	-42
"YPL189W"	0.7	422	-46
"YPL188W"	0.85	276	45
"YPL187W"	0.88	256	47
"YPL186C"	0.81	282	50
"YPL184C"	0.76	259	39
"YPL183W-A"	0.71	205	32
"YPL183C"	0.87	264	19
"YPL181W"	0.93	284	-2
"YPL180W"	0.88	284	13
"YPL179W"	0.87	404	-5
"YPL178W"	0.86	290	23
"YPL177C"	0.67	316	37
"YPL176C"	0.88	282	26
"YPL175W"	0.88	284	45
"YPL174C"	0.84	275	50
"YPL173W"	0.85	279	43
"YPL172C"	0.87	267	37
"YPL171C"	0.87	266	41
"YPL170W"	0.66	431	-26
"YPL169C"	0.86	292	39
"YPL167C"	0.85	260	36
"YPL166W"	0.78	257	50
"YPL165C"	0.54	462	-31
"YPL164C"	0.86	260	41
"YPL163C"	0.92	285	44
"YPL161C"	0.87	259	44
"YPL160W"	0.87	302	26
"YPL159C"	0.9	326	18
"YPL158C"	0.84	275	33
"YPL157W"	0.85	276	35
"YPL156C"	0.67	414	-50
"YPL155C"	0.71	316	3
"YPL154C"	0.9	303	7
"YPL153C"	0.83	261	50
"YPL152W"	0.86	280	30
"YPL151C"	0.82	273	36
"YPL149W"	0.87	347	3
"YPL148C"	0.9	378	15
"YPL147W"	0.9	377	-15
"YPL146C"	0.88	303	21
"YPL145C"	0.72	292	31
"YPL144W"	0.65	473	-38
"YPL143W"	0.65	450	-39
"YPL141C"	0.9	284	37
"YPL140C"	0.76	256	50
"YPL139C"	0.82	259	35
"YPL138C"	0.89	277	33
"YPL137C"	0.84	307	9
"YPL135W"	0.82	447	-6
"YPL134C"	0.93	262	35
"YPL133C"	0.91	268	24
"YPL132W"	0.92	269	25
"YPL131W"	0.7	442	-32
"YPL130W"	0.66	461	-38
"YPL129W"	0.89	298	38
"YPL128C"	0.88	369	-8
"YPL127C"	0.89	300	27
"YPL126W"	0.92	331	25
"YPL125W"	0.83	286	43
"YPL124W"	0.87	257	50
"YPL123C"	0.84	244	39
"YPL122C"	0.89	250	41
"YPL121C"	0.87	226	50
"YPL120W"	0.88	226	45
"YPL119C"	0.85	298	31
"YPL118W"	0.85	298	30
"YPL117C"	0.62	439	-41
"YPL116W"	0.72	404	-50
"YPL115C"	0.88	268	28
"YPL112C"	0.72	233	34
"YPL111W"	0.65	444	-31
"YPL110C"	0.84	204	50
"YPL106C"	0.9	315	26
"YPL105C"	0.87	289	32
"YPL104W"	0.86	286	38
"YPL103C"	0.86	243	50
"YPL101W"	0.85	257	50
"YPL100W"	0.9	280	18
"YPL099C"	0.7	192	50
"YPL098C"	0.79	216	50
"YPL097W"	0.76	216	50
"YPL096C-A"	0.57	1	-41
"YPL096W"	0.74	242	50
"YPL095C"	0.88	291	23
"YPL094C"	0.85	324	5
"YPL093W"	0.84	326	18
"YPL092W"	0.78	342	27
"YPL091W"	0.78	252	50
"YPL090C"	0.62	424	0
"YPL089C"	0.77	380	-27
"YPL087W"	0.56	1	-50
"YPL086C"	0.81	242	50
"YPL085W"	0.79	267	50
"YPL084W"	0.86	291	24
"YPL083C"	0.84	238	34
"YPL082C"	0.75	431	-28
"YPL081W"	0.87	417	-12
"YPL079W"	0.81	389	-19
"YPL078C"	0.92	315	21
"YPL076W"	0.82	253	46
"YPL075W"	0.73	423	47
"YPL074W"	0.88	288	22
"YPL072W"	0.85	289	34
"YPL070W"	0.78	276	33
"YPL069C"	0.87	265	50
"YPL065W"	0.9	259	25
"YPL064C"	0.8	278	46
"YPL063W"	0.8	277	33
"YPL061W"	0.66	418	-45
"YPL060W"	0.84	211	50
"YPL059W"	0.82	276	41
"YPL058C"	0.61	436	-33
"YPL057C"	0.55	486	-26
"YPL055C"	0.68	436	-46
"YPL054W"	0.81	482	0
"YPL053C"	0.82	306	27
"YPL052W"	0.82	304	28
"YPL051W"	0.79	227	50
"YPL050C"	0.95	320	11
"YPL049C"	0.73	342	-1
"YPL048W"	0.7	235	50
"YPL047W"	0.84	301	37
"YPL046C"	0.86	262	27
"YPL045W"	0.85	270	50
"YPL043W"	0.92	300	32
"YPL042C"	0.88	300	27
"YPL040C"	0.9	258	41
"YPL038W"	0.87	231	44
"YPL037C"	0.88	351	-5
"YPL036W"	0.87	246	26
"YPL033C"	0.88	238	49
"YPL032C"	0.68	459	14
"YPL031C"	0.84	242	50
"YPL030W"	0.87	269	36
"YPL029W"	0.86	252	32
"YPL028W"	0.87	343	2
"YPL027W"	0.88	293	31
"YPL026C"	0.48	335	-50
"YPL024W"	0.72	300	2
"YPL023C"	0.79	274	38
"YPL022W"	0.79	272	33
"YPL021W"	0.86	247	50
"YPL020C"	0.87	267	29
"YPL019C"	0.57	1	-27
"YPL018W"	0.86	271	30
"YPL017C"	0.76	405	-23
"YPL015C"	0.71	390	-35
"YPL013C"	0.76	308	7
"YPL012W"	0.76	309	2
"YPL011C"	0.84	308	24
"YPL010W"	0.83	310	44
"YPL009C"	0.9	293	4
"YPL008W"	0.89	296	25
"YPL007C"	0.8	252	50
"YPL006W"	0.45	1	-20
"YPL005W"	0.87	272	33
"YPL004C"	0.96	353	-3
"YPL003W"	0.93	342	-29
"YPL002C"	0.83	251	47
"YPL001W"	0.84	250	39
"YPR001W"	0.86	259	32
"YPR002W"	0.9	327	25
"YPR004C"	0.89	304	34
"YPR005C"	0.71	417	-26
"YPR006C"	0.91	258	20
"YPR008W"	0.68	424	-32
"YPR009W"	0.91	481	0
"YPR010C"	0.9	365	6
"YPR016C"	0.89	288	24
"YPR017C"	0.76	226	45
"YPR018W"	0.86	284	44
"YPR019W"	0.85	277	29
"YPR020W"	0.91	280	16
"YPR021C"	0.77	261	49
"YPR023C"	0.75	305	18
"YPR024W"	0.74	302	17
"YPR025C"	0.9	287	39
"YPR026W"	0.73	354	-2
"YPR028W"	0.73	392	-33
"YPR029C"	0.89	280	35
"YPR030W"	0.83	355	13
"YPR031W"	0.79	287	36
"YPR032W"	0.93	289	47
"YPR033C"	0.89	277	50
"YPR034W"	0.89	256	40
"YPR035W"	0.52	196	50
"YPR036W"	0.76	338	7
"YPR036W-A"	0.69	265	28
"YPR037C"	0.87	285	32
"YPR040W"	0.87	288	50
"YPR041W"	0.87	290	12
"YPR042C"	0.82	419	-20
"YPR043W"	0.72	421	-42
"YPR045C"	0.9	280	46
"YPR046W"	0.91	279	31
"YPR047W"	0.84	241	49
"YPR048W"	0.87	254	50
"YPR049C"	0.85	286	28
"YPR051W"	0.85	286	35
"YPR052C"	0.9	339	8
"YPR054W"	0.9	337	14
"YPR055W"	0.89	285	34
"YPR056W"	0.87	262	32
"YPR057W"	0.7	223	50
"YPR058W"	0.82	244	29
"YPR060C"	0.87	277	40
"YPR061C"	0.89	291	39
"YPR062W"	0.89	290	37
"YPR065W"	0.62	403	-50
"YPR066W"	0.88	225	50
"YPR067W"	0.87	266	31
"YPR068C"	0.87	247	42
"YPR069C"	0.6	1	-15
"YPR070W"	0.91	273	30
"YPR072W"	0.89	281	28
"YPR073C"	0.85	256	47
"YPR074C"	0.83	447	0
"YPR075C"	0.93	276	19
"YPR079W"	0.88	258	32
"YPR080W"	0.62	463	-31
"YPR081C"	0.67	379	4
"YPR082C"	0.83	253	50
"YPR083W"	0.85	254	41
"YPR085C"	0.83	261	48
"YPR086W"	0.75	264	50
"YPR088C"	0.89	288	29
"YPR091C"	0.77	246	32
"YPR093C"	0.65	203	50
"YPR094W"	0.55	206	50
"YPR095C"	0.9	264	32
"YPR097W"	0.89	264	35
"YPR098C"	0.86	294	22
"YPR100W"	0.86	292	20
"YPR101W"	0.78	257	36
"YPR102C"	0.71	366	-50
"YPR103W"	0.69	448	-47
"YPR104C"	0.88	309	27
"YPR105C"	0.8	230	46
"YPR106W"	0.89	260	17
"YPR107C"	0.86	280	50
"YPR108W"	0.86	280	45
"YPR110C"	0.83	271	43
"YPR111W"	0.83	209	43
"YPR112C"	0.93	355	-1
"YPR113W"	0.94	356	-7
"YPR115W"	0.89	298	31
"YPR116W"	0.9	276	19
"YPR118W"	0.91	315	25
"YPR119W"	0.6	237	50
"YPR120C"	0.85	298	30
"YPR121W"	0.47	550	28
"YPR122W"	0.96	317	22
"YPR124W"	0.68	264	50
"YPR125W"	0.89	286	38
"YPR127W"	0.75	1	-43
"YPR128C"	0.7	199	50
"YPR129W"	0.82	284	29
"YPR131C"	0.69	436	-22
"YPR132W"	0.66	446	-23
"YPR133C"	0.92	287	35
"YPR133W-A"	0.92	285	16
"YPR134W"	0.53	391	-16
"YPR135W"	0.76	248	50
"YPR137W"	0.87	353	5
"YPR138C"	0.63	384	0
"YPR139C"	0.89	264	49
"YPR140W"	0.89	265	46
"YPR141C"	0.88	300	26
"YPR143W"	0.88	301	28
"YPR144C"	0.83	397	-23
"YPR145W"	0.53	275	-42
"YPR148C"	0.92	306	44
"YPR149W"	0.46	275	43
"YPR151C"	0.86	270	50
"YPR152C"	0.82	250	50
"YPR153W"	0.84	247	47
"YPR154W"	0.96	284	2
"YPR155C"	0.82	253	45
"YPR156C"	0.95	316	-1
"YPR158W"	0.81	339	18
"YPR159W"	0.66	433	-50
"YPR160W"	0.7	447	47
"YPR161C"	0.86	288	28
"YPR162C"	0.89	270	41
"YPR163C"	0.85	300	33
"YPR164W"	0.77	242	50
"YPR165W"	0.9	373	-2
"YPR166C"	0.81	285	35
"YPR167C"	0.77	222	50
"YPR168W"	0.55	1	-30
"YPR169W"	0.86	257	34
"YPR171W"	0.73	256	50
"YPR173C"	0.86	257	50
"YPR175W"	0.89	279	28
"YPR176C"	0.86	269	48
"YPR178W"	0.87	266	31
"YPR179C"	0.87	251	43
"YPR180W"	0.86	249	50
"YPR181C"	0.87	272	32
"YPR182W"	0.72	1	-47
"YPR183W"	0.84	268	29
"YPR184W"	0.85	412	-9
"YPR185W"	0.82	255	45
"YPR186C"	0.85	287	42
"YPR187W"	0.85	284	24
"YPR188C"	0.8	243	50
"YPR189W"	0.82	238	39
"YPR190C"	0.85	321	20
"YPR191W"	0.85	319	10
"YPR192W"	0.83	171	25
"YPR193C"	0.83	257	43
"YPR198W"	0.9	283	18
"YPR199C"	0.85	272	18
"YPR200C"	0.72	376	-18
"YPR201W"	0.68	1	-16
"YAL067W-A"	0.7	302	36
"YAL064C-A"	0.85	401	-18
"YAL061W"	0.91	309	17
"YAL044W-A"	0.69	202	50
"YAL037C-A"	0.46	417	6
"YAL037W"	0.45	414	-20
"YAL018C"	0.87	312	28
"YAR023C"	0.89	230	38
"YAR028W"	0.86	283	50
"YAR029W"	0.91	237	29
"YAR035C-A"	0.88	317	21
"YBL107C"	0.91	285	22
"YBL104C"	0.8	258	50
"YBL100W-C"	0.58	412	-22
"YBL095W"	0.88	298	13
"YBL086C"	0.86	277	27
"YBL081W"	0.86	258	48
"YBL071C-B"	0.61	267	50
"YBL059W"	0.59	457	-4
"YBL039W-B"	0.67	229	50
"YBL029C-A"	0.61	274	50
"YBL010C"	0.89	284	33
"YBL008W-A"	0.67	381	-8
"YBR007C"	0.58	288	16
"YBR028C"	0.84	257	50
"YBR033W"	0.94	328	12
"YBR047W"	0.86	275	36
"YBR053C"	0.81	275	30
"YBR056W"	0.9	365	-28
"YBR062C"	0.72	428	-26
"YBR063C"	0.88	282	41
"YBR071W"	0.95	325	8
"YBR072C-A"	0.83	277	34
"YBR074W"	0.92	267	35
"YBR085C-A"	0.82	260	40
"YBR090C"	0.9	283	38
"YBR096W"	0.81	298	41
"YBR138C"	0.91	322	21
"YBR141C"	0.88	282	45
"YBR182C-A"	0.7	426	-34
"YBR184W"	0.7	456	-23
"YBR187W"	0.96	338	-10
"YBR196C-B"	0.8	389	-23
"YBR197C"	0.86	279	30
"YBR200W-A"	0.85	253	50
"YBR201C-A"	0.61	456	-9
"YBR220C"	0.91	272	35
"YBR221W-A"	0.91	304	39
"YBR225W"	0.85	249	50
"YBR230W-A"	0.8	341	-17
"YBR235W"	0.9	278	37
"YBR239C"	0.72	428	-29
"YBR241C"	0.78	291	44
"YBR242W"	0.78	288	28
"YBR246W"	0.81	247	50
"YBR255C-A"	0.9	246	44
"YBR259W"	0.89	258	31
"YBR269C"	0.75	265	24
"YBR270C"	0.8	234	50
"YBR271W"	0.88	247	48
"YBR284W"	0.65	155	-50
"YBR285W"	0.84	264	46
"YBR287W"	0.89	306	4
"YBR296C-A"	0.89	317	50
"YCL057C-A"	0.82	253	50
"YCL056C"	0.67	1	-43
"YCL049C"	0.83	286	48
"YCL048W-A"	0.48	1	4
"YCL047C"	0.8	242	50
"YCL042W"	0.81	329	34
"YCL026C-B"	0.91	277	39
"YCL002C"	0.88	274	43
"YCL001W-A"	0.64	391	-14
"YCR015C"	0.87	383	-14
"YCR016W"	0.8	274	34
"YCR043C"	0.86	269	41
"YCR050C"	0.78	270	39
"YCR051W"	0.79	271	44
"YCR061W"	0.94	365	-21
"YCR075W-A"	0.83	241	50
"YCR076C"	0.83	239	50
"YCR087C-A"	0.77	400	-12
"YCR090C"	0.93	287	38
"YCR095C"	0.87	307	21
"YCR095W-A"	0.86	306	34
"YCR099C"	0.76	170	13
"YCR101C"	0.72	408	-35
"YCR102C"	0.81	330	22
"YDL241W"	0.92	335	44
"YDL233W"	0.87	246	32
"YDL218W"	0.87	252	36
"YDL211C"	0.87	275	30
"YDL206W"	0.89	262	45
"YDL199C"	0.89	280	27
"YDL186W"	0.87	269	42
"YDL180W"	0.81	279	50
"YDL177C"	0.89	280	38
"YDL160C-A"	0.7	272	38
"YDL157C"	0.88	301	28
"YDL156W"	0.88	302	30
"YDL144C"	0.85	289	40
"YDL133W"	0.71	430	-29
"YDL129W"	0.91	375	-16
"YDL121C"	0.9	313	25
"YDL119C"	0.8	273	37
"YDL114W"	0.87	257	46
"YDL109C"	0.75	217	50
"YDL086W"	0.88	235	49
"YDL085C-A"	0.91	259	42
"YDL073W"	0.91	319	12
"YDL057W"	0.88	253	47
"YDL027C"	0.81	298	9
"YDL007C-A"	0.6	188	50
"YDR018C"	0.94	289	43
"YDR020C"	0.81	239	29
"YDR034C-A"	0.67	447	-34
"YDR034W-B"	0.73	449	-19
"YDR042C"	0.76	274	33
"YDR049W"	0.88	274	42
"YDR056C"	0.93	286	36
"YDR061W"	0.75	373	-50
"YDR066C"	0.55	207	50
"YDR067C"	0.91	265	47
"YDR070C"	0.52	164	50
"YDR089W"	0.72	432	-11
"YDR090C"	0.94	308	23
"YDR109C"	0.53	1	-18
"YDR111C"	0.5	224	50
"YDR115W"	0.86	240	50
"YDR119W"	0.9	294	43
"YDR119W-A"	0.88	339	24
"YDR124W"	0.91	357	-22
"YDR131C"	0.84	226	40
"YDR132C"	0.85	270	35
"YDR161W"	0.69	285	36
"YDR179W-A"	0.71	235	50
"YDR194W-A"	0.74	248	50
"YDR210W"	0.72	306	36
"YDR222W"	0.7	437	-37
"YDR246W-A"	0.64	369	24
"YDR248C"	0.88	244	38
"YDR249C"	0.93	317	40
"YDR262W"	0.82	326	-30
"YDR282C"	0.79	204	50
"YDR286C"	0.71	218	50
"YDR291W"	0.86	263	36
"YDR306C"	0.73	256	50
"YDR307W"	0.81	254	50
"YDR319C"	0.95	268	4
"YDR333C"	0.85	415	-10
"YDR336W"	0.76	234	50
"YDR338C"	0.89	217	36
"YDR348C"	0.84	304	16
"YDR352W"	0.94	313	11
"YDR357C"	0.77	421	0
"YDR370C"	0.87	307	29
"YDR371W"	0.86	307	38
"YDR374C"	0.87	287	34
"YDR374W-A"	0.87	287	42
"YDR387C"	0.93	301	38
"YDR391C"	0.76	205	50
"YDR415C"	0.86	229	49
"YDR444W"	0.87	301	26
"YDR461C-A"	0.9	302	24
"YDR476C"	0.87	253	45
"YDR506C"	0.89	398	-18
"YDR514C"	0.89	239	37
"YDR520C"	0.9	290	30
"YDR524W-C"	0.85	402	-18
"YDR524C-B"	0.74	1	43
"YDR541C"	0.83	321	31
"YEL075C"	0.7	421	-48
"YEL073C"	0.7	398	-27
"YEL070W"	0.96	386	-9
"YEL067C"	0.79	217	43
"YEL057C"	0.82	308	2
"YEL025C"	0.89	305	7
"YEL023C"	0.77	285	44
"YEL020C"	0.81	274	49
"YEL007W"	0.64	283	17
"YER034W"	0.84	386	-17
"YER039C-A"	0.89	277	41
"YER053C-A"	0.68	425	-50
"YER064C"	0.69	412	-6
"YER066W"	0.7	356	3
"YER071C"	0.8	199	50
"YER076C"	0.75	369	-13
"YER077C"	0.77	279	50
"YER078W-A"	0.87	304	46
"YER079W"	0.5	164	50
"YER085C"	0.87	322	16
"YER121W"	0.57	362	-40
"YER128W"	0.74	188	50
"YER130C"	0.87	385	-21
"YER134C"	0.89	253	36
"YER137C"	0.61	439	-20
"YER140W"	0.83	259	48
"YER156C"	0.89	270	45
"YER158C"	0.6	364	-50
"YER163C"	0.91	296	28
"YER175W-A"	0.76	190	50
"YER182W"	0.81	214	50
"YER184C"	0.69	309	-14
"YER186C"	0.83	259	50
"YER187W"	0.6	443	0
"YER188C-A"	0.43	513	-25
"YFL065C"	0.79	372	-35
"YFL064C"	0.6	430	-22
"YFL061W"	0.62	290	50
"YFL054C"	0.88	301	21
"YFL052W"	0.85	352	-6
"YFL051C"	0.52	441	-45
"YFL046W"	0.81	244	34
"YFL042C"	0.58	420	-17
"YFL041W-A"	0.6	399	-14
"YFL040W"	0.86	278	38
"YFL034W"	0.85	391	-18
"YFL012W"	0.9	317	20
"YFR006W"	0.94	356	4
"YFR012W"	0.8	379	-18
"YFR017C"	0.54	366	-50
"YFR018C"	0.88	288	41
"YFR032C"	0.88	305	47
"YFR032C-B"	0.7	432	-44
"YFR035C"	0.78	290	45
"YFR039C"	0.91	407	-10
"YFR045W"	0.55	180	50
"YGL242C"	0.91	243	38
"YGL230C"	0.63	477	0
"YGL194C-A"	0.75	266	50
"YGL188C-A"	0.66	429	-29
"YGL185C"	0.59	404	-15
"YGL176C"	0.87	253	37
"YGL159W"	0.89	268	44
"YGL146C"	0.72	439	-30
"YGL140C"	0.86	293	38
"YGL138C"	0.84	311	5
"YGL117W"	0.87	261	47
"YGL114W"	0.86	198	35
"YGL108C"	0.87	249	41
"YGL101W"	0.79	294	40
"YGL085W"	0.73	234	50
"YGL082W"	0.88	268	32
"YGL081W"	0.79	254	43
"YGL080W"	0.85	267	50
"YGL079W"	0.84	237	50
"YGL041C-B"	0.76	188	50
"YGL041W-A"	0.83	255	42
"YGL036W"	0.69	443	-42
"YGL015C"	0.84	284	38
"YGL010W"	0.87	286	20
"YGL006W-A"	0.8	385	-4
"YGR001C"	0.87	241	40
"YGR015C"	0.89	262	50
"YGR016W"	0.9	267	41
"YGR017W"	0.94	297	34
"YGR021W"	0.91	310	29
"YGR026W"	0.95	301	14
"YGR031W"	0.8	290	21
"YGR035C"	0.97	394	0
"YGR042W"	0.84	237	45
"YGR052W"	0.6	346	3
"YGR053C"	0.74	363	10
"YGR066C"	0.82	215	47
"YGR067C"	0.67	389	-50
"YGR071C"	0.84	231	40
"YGR079W"	0.71	434	-35
"YGR093W"	0.84	269	34
"YGR111W"	0.69	226	33
"YGR117C"	0.71	300	22
"YGR121W-A"	0.59	484	-27
"YGR125W"	0.53	1	-39
"YGR126W"	0.92	281	32
"YGR127W"	0.84	258	32
"YGR149W"	0.9	326	24
"YGR153W"	0.92	306	29
"YGR161C"	0.43	436	-29
"YGR161W-C"	0.77	253	21
"YGR168C"	0.95	290	21
"YGR169C-A"	0.71	434	-26
"YGR174W-A"	0.89	257	35
"YGR210C"	0.89	402	-14
"YGR235C"	0.86	281	36
"YGR237C"	0.91	299	42
"YGR243W"	0.66	409	-50
"YGR273C"	0.52	382	-3
"YHL050C"	0.65	550	0
"YHL049C"	0.75	272	28
"YHL048C-A"	0.85	287	37
"YHL044W"	0.92	281	25
"YHL042W"	0.54	339	7
"YHL029C"	0.68	326	12
"YHL026C"	0.85	291	50
"YHL018W"	0.76	219	50
"YHL017W"	0.84	250	47
"YHL015W-A"	0.51	498	14
"YHL012W"	0.9	257	38
"YHR009C"	0.7	430	-42
"YHR021W-A"	0.69	443	-41
"YHR022C"	0.93	313	21
"YHR022C-A"	0.89	392	-16
"YHR033W"	0.96	343	-13
"YHR035W"	0.62	491	0
"YHR045W"	0.81	276	44
"YHR048W"	0.89	305	18
"YHR050W-A"	0.87	310	31
"YHR078W"	0.94	368	-12
"YHR097C"	0.85	303	23
"YHR112C"	0.82	236	47
"YHR126C"	0.87	292	28
"YHR131C"	0.81	203	50
"YHR138C"	0.92	303	41
"YHR140W"	0.91	255	50
"YHR159W"	0.81	254	50
"YHR162W"	0.68	424	-50
"YHR177W"	0.53	388	8
"YHR182W"	0.57	197	50
"YHR192W"	0.81	245	50
"YHR202W"	0.81	235	50
"YHR209W"	0.82	233	50
"YHR210C"	0.9	390	-8
"YHR214W"	0.6	407	-50
"YIL169C"	0.85	332	-4
"YIL166C"	0.93	274	40
"YIL161W"	0.85	280	28
"YIL156W-B"	0.77	205	50
"YIL152W"	0.82	216	49
"YIL151C"	0.88	270	36
"YIL134C-A"	0.58	241	50
"YIL127C"	0.91	364	6
"YIL108W"	0.87	268	42
"YIL102C-A"	0.82	293	21
"YIL102C"	0.65	452	-17
"YIL096C"	0.77	222	50
"YIL092W"	0.75	239	38
"YIL089W"	0.64	206	50
"YIL077C"	0.79	348	24
"YIL067C"	0.85	265	47
"YIL060W"	0.82	424	-3
"YIL055C"	0.86	246	22
"YIL046W-A"	0.88	385	-15
"YIL039W"	0.75	209	50
"YIL029C"	0.91	298	32
"YIL024C"	0.79	245	46
"YIL014C-A"	0.86	429	0
"YIL002W-A"	0.9	286	37
"YIL001W"	0.9	271	50
"YIR007W"	0.92	330	-13
"YIR014W"	0.74	242	50
"YIR016W"	0.67	417	-50
"YIR021W-A"	0.56	380	-3
"YIR035C"	0.89	318	19
"YIR036C"	0.91	277	21
"YIR042C"	0.59	335	28
"YJL218W"	0.83	304	30
"YJL206C"	0.73	175	49
"YJL193W"	0.87	262	47
"YJL185C"	0.86	253	50
"YJL181W"	0.92	289	21
"YJL163C"	0.89	260	36
"YJL160C"	0.92	300	0
"YJL144W"	0.9	311	30
"YJL133C-A"	0.57	93	50
"YJL132W"	0.83	278	10
"YJL127C-B"	0.76	416	-24
"YJL107C"	0.6	348	-50
"YJL103C"	0.87	273	50
"YJL070C"	0.89	265	44
"YJL055W"	0.9	283	47
"YJL049W"	0.87	272	30
"YJL047C-A"	0.91	265	43
"YJL043W"	0.88	286	31
"YJL027C"	0.53	1	-18
"YJL016W"	0.83	305	11
"YJR003C"	0.94	343	7
"YJR005C-A"	0.83	295	46
"YJR008W"	0.83	281	40
"YJR011C"	0.75	218	50
"YJR012C"	0.74	217	50
"YJR015W"	0.92	281	42
"YJR030C"	0.7	250	50
"YJR039W"	0.68	192	50
"YJR054W"	0.88	292	20
"YJR056C"	0.77	239	50
"YJR061W"	0.83	323	6
"YJR079W"	0.6	329	19
"YJR085C"	0.77	276	50
"YJR098C"	0.9	287	38
"YJR107W"	0.89	273	26
"YJR111C"	0.88	278	34
"YJR112W-A"	0.87	230	29
"YJR115W"	0.69	433	-50
"YJR116W"	0.9	312	23
"YJR124C"	0.79	263	50
"YJR129C"	0.73	289	36
"YJR141W"	0.7	229	50
"YJR142W"	0.65	242	50
"YJR149W"	0.81	216	50
"YJR151W-A"	0.79	247	44
"YJR154W"	0.84	292	35
"YKL187C"	0.9	261	31
"YKL183C-A"	0.62	252	-43
"YKL162C"	0.82	271	50
"YKL151C"	0.83	236	30
"YKL133C"	0.86	244	47
"YKL121W"	0.83	228	50
"YKL106C-A"	0.83	189	24
"YKL105C"	0.96	285	10
"YKL100C"	0.9	289	33
"YKL077W"	0.9	309	28
"YKL075C"	0.85	296	42
"YKL071W"	0.88	215	24
"YKL068W-A"	0.56	461	-9
